Date,Transaction ID,Branch,City,Product,SKU,Category,Qty,Unit Price SAR,Total SAR,Cost SAR,Payment Method
2026-09-03,TX-B5_cash_constrained_restaurant-d14-000001,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,card
2026-09-04,TX-B5_cash_constrained_restaurant-d14-000002,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,cash
2026-09-05,TX-B5_cash_constrained_restaurant-d14-000003,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,cash
2026-09-06,TX-B5_cash_constrained_restaurant-d14-000004,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,card
2026-09-07,TX-B5_cash_constrained_restaurant-d14-000005,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,cash
2026-09-08,TX-B5_cash_constrained_restaurant-d14-000006,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,cash
2026-09-09,TX-B5_cash_constrained_restaurant-d14-000007,Khobar - Main Kitchen,Khobar,Saffron 10g Premium,STR-SAF-01,Ingredients,1,0.0,0.0,180.0,mada
2026-09-03,TX-B5_cash_constrained_restaurant-d14-000008,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,cash
2026-09-04,TX-B5_cash_constrained_restaurant-d14-000009,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,cash
2026-09-05,TX-B5_cash_constrained_restaurant-d14-000010,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,mada
2026-09-06,TX-B5_cash_constrained_restaurant-d14-000011,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,cash
2026-09-07,TX-B5_cash_constrained_restaurant-d14-000012,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,card
2026-09-07,TX-B5_cash_constrained_restaurant-d14-000013,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,cash
2026-09-08,TX-B5_cash_constrained_restaurant-d14-000014,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,card
2026-09-09,TX-B5_cash_constrained_restaurant-d14-000015,Khobar - Main Kitchen,Khobar,Extra Virgin Olive Oil 5L,STR-OLV-02,Ingredients,1,0.0,0.0,95.0,cash
2026-09-03,TX-B5_cash_constrained_restaurant-d14-000016,Khobar - Main Kitchen,Khobar,Tomato Puree Catering Pack,ING-TOM-03,Ingredients,1,0.0,0.0,48.0,card
2026-09-03,TX-B5_cash_constrained_restaurant-d14-000017,Khobar - Main Kitchen,Khobar,Tomato Puree Catering Pack,ING-TOM-03,Ingredients,1,0.0,0.0,48.0,cash
2026-09-03,TX-B5_cash_constrained_restaurant-d14-000018,Khobar - Main Kitchen,Khobar,Tomato Puree Catering Pack,ING-TOM-03,Ingredients,1,0.0,0.0,48.0,card
2026-09-04,TX-B5_cash_constrained_restaurant-d14-000019,Khobar - Main Kitchen,Khobar,Tomato Puree Catering Pack,ING-TOM-03,Ingredients,1,0.0,0.0,48.0,card
2026-09-04,TX-B5_cash_constrained_restaurant-d14-000020,Khobar - Main Kitchen,Khobar,Tomato Puree Catering Pack,ING-TOM-03,Ingredients,1,0.0,0.0,48.0,card
