Date,Transaction ID,Branch,City,Product,SKU,Category,Qty,Unit Price SAR,Total SAR,Cost SAR,Payment Method
2026-09-26,TX-B2_poor_baqala-d45-000001,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,mada
2026-09-27,TX-B2_poor_baqala-d45-000002,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,card
2026-09-28,TX-B2_poor_baqala-d45-000003,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-09-29,TX-B2_poor_baqala-d45-000004,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,mada
2026-09-30,TX-B2_poor_baqala-d45-000005,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-01,TX-B2_poor_baqala-d45-000006,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-02,TX-B2_poor_baqala-d45-000007,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-03,TX-B2_poor_baqala-d45-000008,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,mada
2026-10-04,TX-B2_poor_baqala-d45-000009,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-05,TX-B2_poor_baqala-d45-000010,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,card
2026-10-06,TX-B2_poor_baqala-d45-000011,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,mada
2026-10-07,TX-B2_poor_baqala-d45-000012,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-08,TX-B2_poor_baqala-d45-000013,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
2026-10-09,TX-B2_poor_baqala-d45-000014,Riyadh - Souq,Riyadh,Canned Soup Variety,SLW-CAN-04,Canned Goods,1,6.5,6.5,3.8,cash
